Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
United Kingdom,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0574462733796,0.062557840225,0.0530216723398
United Kingdom,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0596013243083,0.0648443737585,0.0550225895368
United Kingdom,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0621104050429,0.0676111442509,0.0573041268512
United Kingdom,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0643867458477,0.0698568784652,0.0594270060616
United Kingdom,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0658870019328,0.0715980212787,0.0607247340743
United Kingdom,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0666481014801,0.0722059846736,0.0616788283277
United Kingdom,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0673091097889,0.0727992453684,0.0624014698307
United Kingdom,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0679255521667,0.0733979030398,0.0630194390585
United Kingdom,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0686119935556,0.0741912519614,0.0637025713753
United Kingdom,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.069520834198,0.0751841369139,0.0645524152858
United Kingdom,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0707250881431,0.0764540580453,0.0656743094892
United Kingdom,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.07230984346,0.07807422273,0.0671579383758
United Kingdom,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0740888131753,0.0801135219215,0.068819358692
United Kingdom,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0759211412023,0.0820698258599,0.070457211389
United Kingdom,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0776981544674,0.0840311005776,0.0720405913846
United Kingdom,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0795355613989,0.0862278482578,0.073807180655
United Kingdom,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0817356020119,0.0886094152989,0.0757118530644
United Kingdom,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0842265496969,0.0916320920426,0.0778468998337
United Kingdom,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0869765439956,0.0949135177963,0.0802247686789
United Kingdom,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0899401258374,0.0986117532953,0.0827455450543
United Kingdom,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0930370165555,0.102378375946,0.0853668121997
United Kingdom,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.096341779769,0.106306238657,0.0880039040914
United States,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0556257278087,0.0598895479693,0.051449879168
United States,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0541051932843,0.0580502866217,0.0501507768072
United States,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0529105723555,0.0565237074886,0.0492048381017
United States,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0521125558096,0.0556511846219,0.0486804475655
United States,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0516827953626,0.0552046508037,0.0483260258294
United States,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0518152607035,0.0553186621359,0.0485105971226
United States,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0523629146303,0.0559355177387,0.0490565177541
United States,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.053330973034,0.0568982859448,0.0499683469358
United States,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0545766766877,0.0582229193089,0.0511184471173
United States,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0559165530254,0.0596987490196,0.0523451649544
United States,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0573888646891,0.0613460870964,0.0536834715918
United States,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0591836354076,0.0630979199075,0.0554541791574
United States,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0616911349559,0.0656456714944,0.0579059170106
United States,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0646992386196,0.0686675492618,0.0608516231938
United States,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0679574409331,0.0720485122899,0.0640070103201
United States,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0714214312171,0.0756912513896,0.0672080445999
United States,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0757900139117,0.0800162293642,0.071585619899
United States,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.08149909974,0.085666365144,0.0772677060725
United States,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0874058186687,0.0917637572357,0.0831193731452
United States,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0922859577257,0.0968682910023,0.0880473781652
United States,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0951250273927,0.0998253581846,0.0908531358385
United States,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0963859139134,0.101362651338,0.0919085358841
United States,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0976604815093,0.102776939793,0.0929830948809
United States,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0988243267495,0.104192439342,0.0939655275267
United States,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0997411009547,0.105444103476,0.0946533283707
United States,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.100485454748,0.106603592861,0.0950487877579
United States,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.100797108698,0.107482074073,0.0948206454681
United States,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.100683633538,0.107976941069,0.0941854195518
